Name_updated,Name,Not Available,Citizenship,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector
Mario Moretti Polegato,Mario Moretti Polegato,,Italy,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Marion MacMillan Pictet,Marion MacMillan Pictet,,United States,X,X,X,X,X,NA,NA,NA,NA,NA,NA,2007,5,1,0,0,
Maritsa Lazari,Maritsa Lazari,765,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Marius Nacht,Marius Nacht,766,Israel,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Mark Coombs,Mark Coombs,,United Kingdom,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Mark Cuban,Mark Cuban,208,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Mark Dixon,Mark Dixon,,United Kingdom,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Mark Pincus,Mark Pincus,,United States,NA,NA,NA,NA,X,X,NA,X,NA,X,X,2011,5,2,2,1,
Mark Scheinberg,Mark Scheinberg,767,Canada,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Mark Shoen,Mark Shoen,258,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Mark Stevens,Mark Stevens,356,United States,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
Mark Vadon,Mark Vadon,,United States,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,
Mark Walter,Mark Walter,316,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Mark Zuckerberg,Mark Zuckerberg,5,United States,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,
Markus Blocher,Markus Blocher,,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Markus Persson,Markus Persson,,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Marli Pissollo,Marli Pissollo,,Brazil,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,
Martha Ford,Martha Ford,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Martha Ingram & family,Martha Ingram,145,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Martha MacMillan Bennett,Martha MacMillan Bennett,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Martin & Olivier Bouygues,Martin & Olivier Bouygues,768,France,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Martin Ebner,Martin Ebner,769,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Martin Haefner,Martin Haefner,770,Switzerland,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Martin Lau,Martin Lau,,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Martin Moller Nielsen,Martin Moller Nielsen,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,
Martin Moller Nielsen,Martin Moller Nielsen,,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Martin Naughton,Martin Naughton,,Ireland,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,
Martin Selig,Martin Selig,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Martin Viessmann,Martin Viessmann,771,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Martisa Lazari,Martisa Lazari,,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,
Martua Sitorus,Martua Sitorus,,Indonesia,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Marvin Herb,Marvin Herb,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
"Marvin L ""Buzz"" Oates","Marvin L ""Buzz"" Oates",,United States,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Mary & Douglas Perkins,Mary & Douglas Perkins,,United Kingdom,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,
Mary Alice Dorrance Malone,Mary Alice Dorrance Malone,168,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Mary Anselmo,Mary Anselmo,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Mary Janet Cargill,Mary Janet Cargill,,United States,NA,NA,X,X,NA,NA,NA,NA,NA,NA,NA,2009,2,1,0,0,
Mary West,Mary West,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Masahiro Miki,Masahiro Miki,772,Japan,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Masahiro Noda,Masahiro Noda,,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Masateru Uno,Masateru Uno,,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Masatoshi Ito,Masatoshi Ito,773,Japan,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Masayoshi Son,Masayoshi Son,774,Japan,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Masayuki Ishihara,Masayuki Ishihara,,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Massimiliana Landini Aleotti,Massimiliana Landini Aleotti,775,Italy,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Massimo Moratti,Massimo Moratti,,Italy,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Mathias Kamprad,Mathias Kamprad,,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Matt & Dan Walsh,Matt & Dan Walsh,,United States,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,
Matthew Bucksbaum,Matthew Bucksbaum,,United States,X,X,NA,NA,X,NA,NA,NA,NA,NA,NA,2007,3,2,1,2,
Matthias Reimann-Andersen,Matthias Reimann-Andersen,776,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Matthias Reinhart,Matthias Reinhart,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Maurice Alter,Maurice Alter,,Australia,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Maurice Greenberg,Maurice Greenberg,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Maurizio Billi,Maurizio Billi,,Brazil,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,X,2015,2,1,1,1,
Max Michel Suberville,Max Michel Suberville,,Mexico,NA,NA,NA,NA,NA,NA,X,X,X,NA,NA,2013,3,1,0,0,
Max Turnauer,Max Turnauer,,Austria,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,
Maxim Blazhko,Maxim Blazhko,,Russia,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Maxim Nogotkov,Maxim Nogotkov,,Russia,NA,NA,NA,NA,NA,X,X,NA,NA,NA,NA,2012,2,1,0,0,
Maximilian Stoschek,Maximilian Stoschek,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Meg Whitman,Meg Whitman,334,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Megdet Rahimkulov,Megdet Rahimkulov,,Russia,NA,X,NA,X,X,X,X,X,NA,X,X,2008,8,2,2,1,
Mehmet Aydinlar,Mehmet Aydinlar,,Turkey,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Mehmet Emin Karamehmet,Mehmet Emin Karamehmet,,Turkey,NA,X,X,X,X,X,X,X,X,NA,NA,2008,8,1,0,0,
Mehmet Hattat,Mehmet Hattat,,Turkey,NA,NA,NA,NA,X,X,X,NA,NA,NA,NA,2011,3,1,0,0,
Mehmet Karamehmet,Mehmet Karamehmet,,Turkey,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Mehmet Nazif Gunal,Mehmet Nazif Gunal,,Turkey,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
Mehmet Omer Koc,Mehmet Omer Koc,,Turkey,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,2011,2,2,1,1,
Mehmet Rustu Basaran,Mehmet Rustu Basaran,,Turkey,NA,NA,NA,X,X,X,X,NA,X,X,X,2010,7,1,1,1,
Mehmet Sepil,Mehmet Sepil,,Turkey,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,
Mehmet Sinan Tara,Mehmet Sinan Tara,,Turkey,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Meisong Lai,Meisong Lai,777,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Melker Schorling,Melker Schorling,778,Sweden,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,
Melvin Simon,Melvin Simon,,United States,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,
Meng Qingshan,Meng Qingshan,,China,NA,NA,NA,NA,X,X,NA,NA,NA,NA,NA,2011,2,1,0,0,
Mi Enhua,Mi Enhua,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Mian Muhammad Mansha,Mian Muhammad Mansha,,Pakistan,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,2010,1,1,0,0,
Miao Liansheng,Miao Liansheng,,China,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Miao Shouliang,Miao Shouliang,,China,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Michael & Marian Ilitch,Michael & Marian Ilitch,,United States,NA,NA,NA,NA,NA,X,X,X,X,X,NA,2012,5,1,0,0,
Michael & Rainer Schmidt-Ruthenbeck,Michael & Reiner Schmidt-Ruthenbeck,779,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Michael Ashcroft,Michael Ashcroft,,United Kingdom,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
Michael Ashley,Michael Ashley,780,United Kingdom,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Michael Bloomberg,Michael Bloomberg,9,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Michael Chiang,Michael Chiang,,Taiwan,NA,NA,NA,NA,X,X,X,NA,NA,NA,NA,2011,3,1,0,0,
Michael Dell,Michael Dell,21,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Michael Eisner,Michael Eisner,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Michael Federmann,Michael Federmann,,Israel,NA,NA,X,X,X,NA,NA,NA,NA,NA,NA,2009,3,1,0,0,
Michael Hartono,Michael Hartono,781,Indonesia,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Michael Heisley,Michael Heisley,,United States,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,
Michael Herz,Michael Herz,782,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Michael Hintze,Michael Hintze,783,Australia,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,
Michael Ilitch,Michael Ilitch,,United States,X,X,X,X,X,NA,NA,NA,NA,NA,NA,2007,5,1,0,0,
Michael Jaharis,Michael Jaharis,,United States,X,X,X,X,X,X,X,X,X,NA,NA,2007,9,1,0,0,
Michael Jordan,Michael Jordan,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Michael Kadoorie & family,Michael Kadoorie,784,Hong Kong,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Michael Klein,Michael Klein,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,
Michael Kors,Michael Kors,,United States,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,
Michael Krasny,Michael Krasny,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Michael Lee-Chin,Michael Lee-Chin,,Canada,X,X,X,X,NA,NA,NA,NA,NA,NA,NA,2007,4,1,0,0,
Michael Lynch,Michael Lynch,,United Kingdom,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,
Michael Milken,Michael Milken,196,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Michael Moritz,Michael Moritz,224,United States,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,
Michael Novogratz,Michael Novogratz,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Michael Otto & family,Michael Otto,785,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Michael Pieper,Michael Pieper,786,Switzerland,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Michael Platt,Michael Platt,787,United Kingdom,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Michael Price,Michael Price,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Michael Rubin,Michael Rubin,332,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Michael Spencer,Michael Spencer,,United Kingdom,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Michael Steinhardt,Michael Steinhardt,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Michael Stoschek,Michael Stoschek,,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,NA,2014,3,1,0,0,
Michael Strauss,Michael Strauss,,Israel,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,
Michael Ying,Michael Ying,788,Hong Kong,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Michal Solowow,Michal Solowow,789,Poland,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Michel Chalhoub,Michel Chalhoub,,France,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Michel Leclercq & family,Michel Leclercq,790,France,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Michele Ferrero,Michele Ferrero,,Italy,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,
Micky Arison,Micky Arison,56,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Micky Jagtiani,Micky Jagtiani,791,India,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Miguel Fluxa Rossello,Miguel Fluxa Rossello,792,Spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Miguel Krigsner,Miguel Krigsner,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Miguel McKelvey,Miguel McKelvey,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Mika Anttonen,Mika Anttonen,,Finland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Mikail Shishkhanov,Mikail Shishkhanov,793,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Mike Adenuga,Mike Adenuga,794,Nigeria,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Mike Cannon-Brookes,Mike Cannon-Brookes,795,Australia,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Mike Lazaridis,Mike Lazaridis,,Canada,X,X,X,X,X,NA,NA,NA,NA,NA,NA,2007,5,1,0,0,
Mikhail Abyzov,Mikhail Abyzov,,Russia,NA,NA,NA,NA,X,X,X,X,NA,NA,NA,2011,4,1,0,0,
Mikhail Balakin,Mikhail Balakin,,Russia,NA,X,NA,X,X,X,X,X,X,NA,NA,2008,7,2,1,1,
Mikhail Fedyaev,Mikhail Fedyaev,,Russia,NA,NA,NA,NA,NA,X,X,NA,NA,NA,NA,2012,2,1,0,0,
Mikhail Fridman,Mikhail Fridman,796,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Mikhail Goutseriev,Mikhail Goutseriev,,Russia,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Mikhail Gutseriev,Mikhail Gutseriev,797,Russia,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Mikhail Prokhorov,Mikhail Prokhorov,798,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Milane Frantz,Milane Frantz,91,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Miloud Chaabi,Miloud Chaabi,,Morocco,NA,NA,NA,NA,NA,X,X,X,X,NA,NA,2012,4,1,0,0,
Min Kao,Min Kao,255,United States,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Minoru Mori,Minoru Mori,,Japan,NA,X,X,X,X,X,NA,NA,NA,NA,NA,2008,5,1,0,0,
Miriam Blocher,Miriam Baumann-Blocher,799,Switzerland,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Miroslav Miskovic,Miroslav Miskovic,,Serbia,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Mitchell Goldhar,Mitchell Goldhar,800,Canada,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
Mitchell Jacobson,Mitchell Jacobson,,United States,NA,NA,NA,NA,NA,NA,X,X,NA,NA,X,2013,3,1,1,2,
Mitchell Rales,Mitchell Rales,131,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Miuccia Prada,Miuccia Prada,801,Italy,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
Mo Tianquan,Mo Tianquan,,China,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,
Mochtar Riady,Mochtar Riady,,Indonesia,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Mofatraj Munot,Mofatraj Munot,,India,NA,NA,NA,NA,X,NA,X,X,X,X,X,2011,6,1,1,1,
Mohamed Al-Bahar,Mohamed Al-Bahar,,Kuwait,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,
Mohamed Al Fayed,Mohamed Al Fayed,,Egypt,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Mohamed Bin Issa Al Jaber,Mohamed Bin Issa Al Jaber,,Saudi Arabia,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,
Mohamed Mansour,Mohamed Mansour,802,Egypt,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Mohammed Al Amoudi,Mohammed Al Amoudi,803,Saudi Arabia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Mohammed Al Barwani,Mohammed Al Barwani,,Oman,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,
Mohammed Al Issa,Mohammed Al Issa,804,Saudi Arabia,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,
Mohammed Al Rajhi,Mohammed Al Rajhi,,Saudi Arabia,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,
Mohammed Bahwan,Mohammed Bahwan,,Oman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Mohammed Dewji,Mohammed Dewji,,Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Mohammed Ibrahim,Mohammed Ibrahim,,United Kingdom,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Mohammed Serafi,Mohammed Serafi,,Saudi Arabia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Mohannad Al-Kharafi,Mohannad Al-Kharafi,,Kuwait,NA,NA,NA,NA,NA,X,X,X,X,NA,X,2012,5,1,1,1,
Mohed Altrad,Mohed Altrad,,France,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Moise Safra,Moise Safra,,Brazil,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,
Mokhzani Mahathir,Mokhzani Mahathir,,Malaysia,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,
Monika Schoeller,Monika Schoeller,,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Monique Louis-Dreyfus,Monique Louis-Dreyfus,,France,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,
Monique Roosmale Nepveu,Monique Roosmale Nepveu,,France,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,
Montri Jiaravanont,Montri Jiaravanont,805,Thailand,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Mori Arkin,Mori Arkin,,Israel,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Morris Kahn,Morris Kahn,,Israel,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Mortimer Zuckerman,Mortimer Zuckerman,260,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Mubariz Gurbanoglu,Mubariz Gurbanoglu,,Turkey,NA,X,X,X,X,X,X,X,X,NA,NA,2008,8,1,0,0,
Mukesh Ambani,Mukesh Ambani,806,India,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Muneaki Masuda,Muneaki Masuda,,Japan,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,
Murali Divi,Murali Divi,,India,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Murat Ulker,Murat Ulker,807,Turkey,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Murat Vargi,Murat Vargi,,Turkey,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Murdaya Poo,Murdaya Poo,808,Indonesia,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Mustafa Kucuk,Mustafa Kucuk,,Turkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Mustafa Latif Topbas,Mustafa Latif Topbas,,Turkey,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,
Mustafa Rahmi Koc,Mustafa Rahmi Koc,809,Turkey,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Mustafa Vehbi Koc,Mustafa Vehbi Koc,,Turkey,NA,NA,NA,NA,X,X,X,NA,X,NA,NA,2011,4,2,1,1,
N. Murray Edwards,N. Murray Edwards,,Canada,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
N.R. Narayana Murthy,N.R. Narayana Murthy,,India,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,
Nadhmi Auchi,Nadhmi Auchi,,United Kingdom,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,
Nadir Godrej,Nadir Godrej,810,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Naguib Sawiris,Naguib Sawiris,811,Egypt,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Najib Mikati,Najib Mikati,812,Lebanon,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Nan Cunhui,Nan Cunhui,,China,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Nancy Lerner,Nancy Lerner,,United States,X,X,NA,X,X,NA,NA,NA,NA,X,X,2007,6,2,2,4,
Nancy Walton Laurie,Nancy Walton Laurie,141,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Nandan Nilekani,Nandan Nilekani,,India,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Naresh Goyal,Naresh Goyal,,India,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Naruatsu Baba,Naruatsu Baba,,Japan,NA,NA,NA,NA,NA,NA,NA,X,X,X,NA,2014,3,1,0,0,
Nassef Sawiris,Nassef Sawiris,813,Egypt,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Nasser Al-Kharafi,Nasser Al-Kharafi,,Kuwait,X,X,X,X,X,NA,NA,NA,NA,NA,NA,2007,5,1,0,0,
Nasser Khalili,Nasser Khalili,,United Kingdom,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,
Nathan Blecharczyk,Nathan Blecharczyk,170,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Nathan Kirsh,Nathan Kirsh,814,Swaziland,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Nathaniel Rothschild,Nathaniel Rothschild,,United Kingdom,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,2012,1,1,0,0,
Nazek Hariri,Nazek Hariri,,Lebanon,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Neal Patterson,Neal Patterson,,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Neide Helena de Moraes,Neide Helena de Moraes,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,
Neil Bluhm,Neil Bluhm,219,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Neil Shen,Neil Shen,,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Nelson Peltz,Nelson Peltz,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Nerijus Numavicius,Nerijus Numavicius,,Lithuania,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,
Nevaldo Rocha,Nevaldo Rocha,,Brazil,NA,NA,NA,NA,NA,X,X,X,X,NA,X,2012,5,1,1,1,
Nezih Barut,Nezih Barut,,Turkey,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,
Ng Robert & Philip,Robert & Philip Ng,888,Singapore,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,
Ng Teng Fong,Ng Teng Fong,,Singapore,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,
Nguyen Thi Phuong Thao,Nguyen Thi Phuong Thao,,Vietnam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Ni Zhaoxing,Ni Zhaoxing,,China,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
