Name_updated,Name,Not Available,Citizenship,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector
Michel Chalhoub,Michel Chalhoub,,France,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,"Retail, Restaurant"
Michel Leclercq & family,Michel Leclercq,790,France,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Michele Ferrero,Michele Ferrero,,Italy,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,Consumer
Micky Arison,Micky Arison,56,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,"Retail, Restaurant"
Micky Jagtiani,Micky Jagtiani,791,India,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,"Retail, Restaurant"
Miguel Fluxa Rossello,Miguel Fluxa Rossello,792,Spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Miguel Krigsner,Miguel Krigsner,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Miguel McKelvey,Miguel McKelvey,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Mika Anttonen,Mika Anttonen,,Finland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Mikail Shishkhanov,Mikail Shishkhanov,793,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Mike Adenuga,Mike Adenuga,794,Nigeria,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Media
Mike Cannon-Brookes,Mike Cannon-Brookes,795,Australia,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Mike Lazaridis,Mike Lazaridis,,Canada,X,X,X,X,X,NA,NA,NA,NA,NA,NA,2007,5,1,0,0,#N/A
Mikhail Abyzov,Mikhail Abyzov,,Russia,NA,NA,NA,NA,X,X,X,X,NA,NA,NA,2011,4,1,0,0,Energy
Mikhail Balakin,Mikhail Balakin,,Russia,NA,X,NA,X,X,X,X,X,X,NA,NA,2008,7,2,1,1,Constrution
Mikhail Fedyaev,Mikhail Fedyaev,,Russia,NA,NA,NA,NA,NA,X,X,NA,NA,NA,NA,2012,2,1,0,0,#N/A
Mikhail Fridman,Mikhail Fridman,796,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Energy
Mikhail Goutseriev,Mikhail Goutseriev,,Russia,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
Mikhail Gutseriev,Mikhail Gutseriev,797,Russia,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Energy
Mikhail Prokhorov,Mikhail Prokhorov,798,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Diversified financial
Milane Frantz,Milane Frantz,91,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Non-consumer industrial
Miloud Chaabi,Miloud Chaabi,,Morocco,NA,NA,NA,NA,NA,X,X,X,X,NA,NA,2012,4,1,0,0,Diversified financial
Min Kao,Min Kao,255,United States,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Technology-Computer
Minoru Mori,Minoru Mori,,Japan,NA,X,X,X,X,X,NA,NA,NA,NA,NA,2008,5,1,0,0,#N/A
Miriam Blocher,Miriam Baumann-Blocher,799,Switzerland,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,#N/A
Miroslav Miskovic,Miroslav Miskovic,,Serbia,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
Mitchell Goldhar,Mitchell Goldhar,800,Canada,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Real Estate
Mitchell Jacobson,Mitchell Jacobson,,United States,NA,NA,NA,NA,NA,NA,X,X,NA,NA,X,2013,3,1,1,2,Non-consumer industrial
Mitchell Rales,Mitchell Rales,131,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Medical
Miuccia Prada,Miuccia Prada,801,Italy,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Consumer
Mo Tianquan,Mo Tianquan,,China,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Technology-Computer
Mochtar Riady,Mochtar Riady,,Indonesia,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Real Estate
Mofatraj Munot,Mofatraj Munot,,India,NA,NA,NA,NA,X,NA,X,X,X,X,X,2011,6,1,1,1,Real Estate
Mohamed Al-Bahar,Mohamed Al-Bahar,,Kuwait,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,#N/A
Mohamed Al Fayed,Mohamed Al Fayed,,Egypt,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,0
Mohamed Bin Issa Al Jaber,Mohamed Bin Issa Al Jaber,,Saudi Arabia,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,#N/A
Mohamed Mansour,Mohamed Mansour,802,Egypt,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Diversified financial
Mohammed Al Amoudi,Mohammed Al Amoudi,803,Saudi Arabia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,#N/A
Mohammed Al Barwani,Mohammed Al Barwani,,Oman,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,Energy
Mohammed Al Issa,Mohammed Al Issa,804,Saudi Arabia,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,Diversified financial
Mohammed Al Rajhi,Mohammed Al Rajhi,,Saudi Arabia,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,#N/A
Mohammed Bahwan,Mohammed Bahwan,,Oman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Mohammed Dewji,Mohammed Dewji,,Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Mohammed Ibrahim,Mohammed Ibrahim,,United Kingdom,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Media
Mohammed Serafi,Mohammed Serafi,,Saudi Arabia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Mohannad Al-Kharafi,Mohannad Al-Kharafi,,Kuwait,NA,NA,NA,NA,NA,X,X,X,X,NA,X,2012,5,1,1,1,Diversified financial
Mohed Altrad,Mohed Altrad,,France,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Moise Safra,Moise Safra,,Brazil,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,Money Management
Mokhzani Mahathir,Mokhzani Mahathir,,Malaysia,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Energy
Monika Schoeller,Monika Schoeller,,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Monique Louis-Dreyfus,Monique Louis-Dreyfus,,France,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,Mining and metals
Monique Roosmale Nepveu,Monique Roosmale Nepveu,,France,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Montri Jiaravanont,Montri Jiaravanont,805,Thailand,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Mori Arkin,Mori Arkin,,Israel,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Technology-Medical
Morris Kahn,Morris Kahn,,Israel,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Computer
Mortimer Zuckerman,Mortimer Zuckerman,260,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Real Estate
Mubariz Gurbanoglu,Mubariz Gurbanoglu,,Turkey,NA,X,X,X,X,X,X,X,X,NA,NA,2008,8,1,0,0,Other
Mukesh Ambani,Mukesh Ambani,806,India,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Energy
Muneaki Masuda,Muneaki Masuda,,Japan,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,#N/A
Murali Divi,Murali Divi,,India,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Technology-Medical
Murat Ulker,Murat Ulker,807,Turkey,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Murat Vargi,Murat Vargi,,Turkey,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Murdaya Poo,Murdaya Poo,808,Indonesia,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Diversified financial
Mustafa Kucuk,Mustafa Kucuk,,Turkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Mustafa Latif Topbas,Mustafa Latif Topbas,,Turkey,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Consumer
Mustafa Rahmi Koc,Mustafa Rahmi Koc,809,Turkey,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Money Management
Mustafa Vehbi Koc,Mustafa Vehbi Koc,,Turkey,NA,NA,NA,NA,X,X,X,NA,X,NA,NA,2011,4,2,1,1,#N/A
N. Murray Edwards,N. Murray Edwards,,Canada,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Energy
N.R. Narayana Murthy,N.R. Narayana Murthy,,India,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Technology-Computer
Nadhmi Auchi,Nadhmi Auchi,,United Kingdom,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,Real Estate
Nadir Godrej,Nadir Godrej,810,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Naguib Sawiris,Naguib Sawiris,811,Egypt,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Najib Mikati,Najib Mikati,812,Lebanon,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Nan Cunhui,Nan Cunhui,,China,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Technology-Computer
Nancy Lerner,Nancy Lerner,,United States,X,X,NA,X,X,NA,NA,NA,NA,X,X,2007,6,2,2,4,#N/A
Nancy Walton Laurie,Nancy Walton Laurie,141,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,"Retail, Restaurant"
Nandan Nilekani,Nandan Nilekani,,India,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Technology-Computer
Naresh Goyal,Naresh Goyal,,India,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Naruatsu Baba,Naruatsu Baba,,Japan,NA,NA,NA,NA,NA,NA,NA,X,X,X,NA,2014,3,1,0,0,Technology-Computer
Nassef Sawiris,Nassef Sawiris,813,Egypt,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Constrution
Nasser Al-Kharafi,Nasser Al-Kharafi,,Kuwait,X,X,X,X,X,NA,NA,NA,NA,NA,NA,2007,5,1,0,0,Constrution
Nasser Khalili,Nasser Khalili,,United Kingdom,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,#N/A
Nathan Blecharczyk,Nathan Blecharczyk,170,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Nathan Kirsh,Nathan Kirsh,814,Swaziland,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,"Retail, Restaurant"
Nathaniel Rothschild,Nathaniel Rothschild,,United Kingdom,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,2012,1,1,0,0,Money Management
Nazek Hariri,Nazek Hariri,,Lebanon,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Neal Patterson,Neal Patterson,,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Technology-Medical
Neide Helena de Moraes,Neide Helena de Moraes,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Diversified financial
Neil Bluhm,Neil Bluhm,219,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Real Estate
Neil Shen,Neil Shen,,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Nelson Peltz,Nelson Peltz,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Diversified financial
Nerijus Numavicius,Nerijus Numavicius,,Lithuania,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,"Retail, Restaurant"
Nevaldo Rocha,Nevaldo Rocha,,Brazil,NA,NA,NA,NA,NA,X,X,X,X,NA,X,2012,5,1,1,1,"Retail, Restaurant"
Nezih Barut,Nezih Barut,,Turkey,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,#N/A
Ng Robert & Philip,Robert & Philip Ng,888,Singapore,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,Real Estate
Ng Teng Fong,Ng Teng Fong,,Singapore,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,Real Estate
Nguyen Thi Phuong Thao,Nguyen Thi Phuong Thao,,Vietnam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Ni Zhaoxing,Ni Zhaoxing,,China,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Real Estate
Ni Zugen,Ni Zugen,815,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Nicholas Pritzker,Nicholas Pritzker,,United States,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,#N/A
Nicholas Woodman,Nicholas Woodman,,United States,NA,NA,NA,NA,NA,NA,X,X,X,NA,NA,2013,3,1,0,0,Technology-Computer
Nick Caporella,Nick Caporella,326,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Nicky Oppenheimer & family,Nicky Oppenheimer,816,South Africa,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Mining and metals
Nicola Bulgari,Nicola Bulgari,,Italy,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Consumer
Nicola Leibinger-Kammueller,Nicola Leibinger-Kammueller,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Nicolas Berggruen,Nicolas Berggruen,,United States,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,Diversified financial
Nicolas Hayek,Nicolas Hayek,,Switzerland,X,X,X,X,NA,NA,NA,NA,NA,NA,NA,2007,4,1,0,0,Consumer
Nicolas Puech,Nicolas Puech,817,France,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Consumer
Nie Tengyun,Nie Tengyun,818,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Niels Peter Louis-Hansen,Niels Peter Louis-Hansen,819,Denmark,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,Technology-Medical
Nihat Ozdemir,Nihat Ozdemir,,Turkey,NA,NA,NA,NA,X,X,X,NA,NA,X,X,2011,5,1,1,2,#N/A
Nikita Mishin,Nikita Mishin,,Russia,NA,NA,NA,NA,X,X,X,X,NA,NA,NA,2011,4,1,0,0,Real Estate
Niklas Herlin,Niklas Herlin,,Finland,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Non-consumer industrial
Nikolai Buinov,Nikolai Buinov,820,Russia,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,X,2015,2,1,1,1,#N/A
Nikolai Maximov,Nikolai Maximov,,Russia,NA,NA,NA,NA,X,X,X,X,X,NA,NA,2011,5,1,0,0,Diversified financial
Nikolai Sarkisov,Nikolai Sarkisov,,Russia,NA,X,NA,NA,X,X,X,X,NA,NA,NA,2008,5,2,1,2,Hedge funds
Nikolai Tsvetkov,Nikolai Tsvetkov,,Russia,X,X,X,X,X,X,X,X,X,NA,NA,2007,9,1,0,0,Money Management
Nimesh Kampani,Nimesh Kampani,,India,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Nina Wang,Nina Wang,,Hong Kong,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,Real Estate
Niranjan Hiranandani,Niranjan Hiranandani,,India,NA,X,NA,NA,NA,NA,NA,NA,X,X,X,2008,4,1,1,6,#N/A
Nirav Modi,Nirav Modi,,India,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Consumer
Niu Yishun,Niu Yishun,,China,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,2012,1,1,0,0,#N/A
Noam Gottesman,Noam Gottesman,329,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Hedge funds
Nobutada Saji,Nobutada Saji,,Japan,X,X,X,X,NA,NA,X,X,X,X,X,2007,9,1,1,2,Consumer
Nobutoshi Shimamura,Nobutoshi Shimamura,,Japan,NA,NA,NA,X,X,X,NA,NA,NA,X,X,2010,5,1,1,3,#N/A
Nochi Dankner,Nochi Dankner,,Israel,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,#N/A
Norbert Dentressangle,Norbert Dentressangle,,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Norma Lerner,Norma Lerner,,United States,X,X,NA,X,X,NA,NA,NA,NA,X,X,2007,6,2,2,4,#N/A
Norman Braman,Norman Braman,,United States,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,"Retail, Restaurant"
Norman Waitt Jr,Norman Waitt Jr,,United States,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
NR Narayana Murthy,NR Narayana Murthy,,India,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Nurzhan Subkhanberdin,Nurzhan Subkhanberdin,,Kazakhstan,X,X,NA,X,X,NA,NA,NA,NA,NA,NA,2007,4,2,1,1,#N/A
Nusli Wadia,Nusli Wadia,821,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
O Bruton Smith,O Bruton Smith,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,X,2007,3,1,1,8,#N/A
O. Francis Biondi,O. Francis Biondi,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Hedge funds
Oakleigh Thorne,Oakleigh Thorne,,United States,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Odd Reitan,Odd Reitan,822,Norway,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,"Retail, Restaurant"
Oei Hong Leong,Oei Hong Leong,,Singapore,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Olav Thon,Olav Thon,,Norway,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,#N/A
Oleg Bakhmatyuk,Oleg Bakhmatyuk,,Ukraine,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,#N/A
Oleg Boyko,Oleg Boyko,,Russia,X,X,NA,NA,X,X,X,X,X,X,X,2007,9,1,1,2,Media
Oleg Deripaska,Oleg Deripaska,823,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Mining and metals
Oleg Tinkov,Oleg Tinkov,,Russia,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,X,2014,2,1,1,2,Money Management
Olgun Zorlu,Olgun Zorlu,,Turkey,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Oliver Samwer,Oliver Samwer,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Omer Sabanci,Omer Sabanci,,Turkey,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
Omid Kordestani,Omid Kordestani,,United States,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,#N/A
Ong Beng Seng and Christina Ong,Ong Beng Seng and Christina Ong,824,Singapore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Onsi Sawiris,Onsi Sawiris,,Egypt,X,X,X,X,X,X,X,X,X,NA,X,2007,10,1,1,1,Constrution
Oon Kuin Lim,Oon Kuin Lim,,Singapore,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Oprah Winfrey,Oprah Winfrey,250,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Or Wai Sheun,Or Wai Sheun,,Hong Kong,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Real Estate
Orion Hindawi,Orion Hindawi,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Osman Kibar,Osman Kibar,365,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Othman Benjelloun,Othman Benjelloun,,Morocco,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Money Management
Otto Beisheim,Otto Beisheim,,Germany,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,"Retail, Restaurant"
Otto Happel,Otto Happel,825,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Other
Otto Philipp Braun,Otto Philipp Braun,826,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Ou Zonghong,Ou Zonghong,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Ou Zongrong,Ou Zongrong,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
P.N.C. Menon,P.N.C. Menon,,Oman,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,#N/A
P.V. Ramprasad Reddy,P.V. Ramprasad Reddy,827,India,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Pallonji Mistry,Pallonji Mistry,828,India,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Constrution
Pan Sutong,Pan Sutong,829,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Pan Weiming,Pan Weiming,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Pan Zhengmin & family,Pan Zhengmin,830,China,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Technology-Computer
Pang Kang,Pang Kang,831,China,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Pang Qinghua,Pang Qinghua,,China,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,#N/A
Pankaj Patel,Pankaj Patel,832,India,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Technology-Medical
Pansy Ho,Pansy Ho,833,Hong Kong,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Real Estate
Paolo & Gianfelice Mario Rocca,Paolo & Gianfelice Mario Rocca,834,Italy,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Non-consumer industrial
Paolo Barilla,Paolo Barilla,,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Paolo Bulgari,Paolo Bulgari,,Italy,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Consumer
Park Hyeon-Joo,Park Hyeon-Joo,835,South Korea,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Money Management
Pat Stryker,Pat Stryker,271,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Medical
Patokh Chodiev,Patokh Chodiev,,Belgium,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Mining and metals
Patrice Motsepe,Patrice Motsepe,,South Africa,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Mining and metals
Patricia Angelini Rossi,Patricia Angelini Rossi,,Chile,NA,NA,NA,NA,NA,NA,X,X,X,NA,X,2013,4,1,1,1,Mining and metals
Patricia Matte,Patricia Matte,836,Chile,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Consumer
Patrick Bowlen,Patrick Bowlen,,United States,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,2010,1,1,0,0,#N/A
Patrick Collison,Patrick Collison,,Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Patrick Drahi,Patrick Drahi,837,France,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Media
Patrick Lee,Patrick Lee,838,Hong Kong,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Consumer
Patrick McGovern,Patrick McGovern,,United States,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,Technology-Computer
Patrick Ryan,Patrick Ryan,310,United States,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Hedge funds
Patrick Soon-Shiong,Patrick Soon-Shiong,53,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Medical
Patrizio Bertelli,Patrizio Bertelli,839,Italy,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Consumer
Paul Allen,Paul Allen,24,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Computer
Paul Desmarais,Paul Desmarais,,Canada,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,#N/A
Paul Fireman,Paul Fireman,,United States,X,X,NA,NA,NA,NA,NA,NA,X,X,X,2007,5,1,1,6,#N/A
Paul Foster,Paul Foster,,United States,NA,X,NA,NA,NA,NA,X,X,X,X,X,2008,6,1,1,4,Energy
Paul Milstein,Paul Milstein,,United States,X,X,X,X,NA,NA,NA,NA,NA,NA,NA,2007,4,1,0,0,#N/A
Paul Ramsay,Paul Ramsay,,Australia,NA,NA,NA,NA,X,X,X,X,NA,NA,NA,2011,4,1,0,0,Technology-Medical
Paul Raymond,Paul Raymond,,United Kingdom,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Paul Riegel,Paul Riegel,,Germany,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,#N/A
Paul Singer,Paul Singer,281,United States,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Hedge funds
Paul Tudor Jones,"Paul Tudor Jones, II.",127,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Hedge funds
